reg;cl_age90;jour;hosp;rea;rad;dc
52;0;2020-03-30;512;116;195;58
52;09;2020-03-30;0;0;1;0
52;19;2020-03-30;1;1;1;0
52;29;2020-03-30;6;0;10;0
52;39;2020-03-30;17;3;12;0
52;49;2020-03-30;26;10;44;0
52;59;2020-03-30;61;12;32;0
52;69;2020-03-30;95;37;36;6
52;79;2020-03-30;150;52;32;7
52;89;2020-03-30;119;1;22;27
52;90;2020-03-30;37;0;5;18
53;0;2020-03-30;290;63;170;45
53;09;2020-03-30;0;0;4;0
53;19;2020-03-30;0;0;2;0
53;29;2020-03-30;4;1;8;0
53;39;2020-03-30;12;1;16;0
53;49;2020-03-30;12;3;13;0
53;59;2020-03-30;43;13;24;0
53;69;2020-03-30;56;20;35;5
53;79;2020-03-30;82;21;42;9
53;89;2020-03-30;61;4;17;21
53;90;2020-03-30;20;0;8;10
75;0;2020-03-30;658;182;277;72
75;09;2020-03-30;0;0;4;0
75;19;2020-03-30;4;0;5;0
75;29;2020-03-30;11;1;27;0
75;39;2020-03-30;20;3;35;0
75;49;2020-03-30;46;16;38;0
75;59;2020-03-30;110;39;45;3
75;69;2020-03-30;151;52;41;5
75;79;2020-03-30;141;49;28;15
75;89;2020-03-30;130;20;37;27
75;90;2020-03-30;41;0;9;21
76;0;2020-03-30;854;267;353;82
76;09;2020-03-30;4;1;14;0
76;19;2020-03-30;2;2;4;0
76;29;2020-03-30;13;3;27;1
76;39;2020-03-30;30;7;44;0
76;49;2020-03-30;69;19;56;0
76;59;2020-03-30;129;51;76;4
76;69;2020-03-30;183;74;55;8
76;79;2020-03-30;232;93;57;15
76;89;2020-03-30;151;17;19;42
76;90;2020-03-30;41;0;1;12
84;0;2020-03-30;2333;583;842;264
84;09;2020-03-30;10;0;8;0
84;19;2020-03-30;8;4;6;0
84;29;2020-03-30;20;3;58;0
84;39;2020-03-30;62;9;88;2
84;49;2020-03-30;123;33;119;3
84;59;2020-03-30;272;102;143;7
84;69;2020-03-30;429;168;137;13
84;79;2020-03-30;613;208;153;58
84;89;2020-03-30;530;42;97;110
84;90;2020-03-30;205;0;20;65
93;0;2020-03-30;1220;287;759;80
93;09;2020-03-30;1;0;11;0
93;19;2020-03-30;4;0;21;0
93;29;2020-03-30;29;2;78;1
93;39;2020-03-30;50;3;106;0
93;49;2020-03-30;108;22;135;0
93;59;2020-03-30;193;59;149;2
93;69;2020-03-30;268;68;126;7
93;79;2020-03-30;264;91;73;13
93;89;2020-03-30;182;20;44;40
93;90;2020-03-30;72;1;12;16
94;0;2020-03-30;99;20;91;19
94;09;2020-03-30;0;0;3;0
94;19;2020-03-30;0;0;4;0
94;29;2020-03-30;1;0;14;0
94;39;2020-03-30;2;0;9;0
94;49;2020-03-30;2;1;13;0
94;59;2020-03-30;11;4;16;1
94;69;2020-03-30;14;7;15;2
94;79;2020-03-30;28;6;6;3
94;89;2020-03-30;28;2;6;11
94;90;2020-03-30;12;0;4;2
01;0;2020-03-31;37;12;19;5
01;09;2020-03-31;0;0;0;0
01;19;2020-03-31;0;0;0;0
01;29;2020-03-31;0;0;0;0
01;39;2020-03-31;4;1;1;0
01;49;2020-03-31;5;1;0;0
01;59;2020-03-31;7;1;8;0
01;69;2020-03-31;9;6;5;1
01;79;2020-03-31;3;2;2;3
01;89;2020-03-31;8;1;2;1
01;90;2020-03-31;1;0;0;0
02;0;2020-03-31;64;18;20;3
02;09;2020-03-31;2;1;0;0
02;19;2020-03-31;0;0;0;0
02;29;2020-03-31;3;0;2;0
02;39;2020-03-31;2;0;2;0
02;49;2020-03-31;7;1;3;0
02;59;2020-03-31;13;6;8;0
02;69;2020-03-31;18;7;2;0
02;79;2020-03-31;12;1;3;0
02;89;2020-03-31;7;2;0;3
02;90;2020-03-31;0;0;0;0
03;0;2020-03-31;0;0;0;0
03;09;2020-03-31;0;0;0;0
03;19;2020-03-31;0;0;0;0
03;29;2020-03-31;0;0;0;0
03;39;2020-03-31;0;0;0;0
03;49;2020-03-31;0;0;0;0
03;59;2020-03-31;0;0;0;0
03;69;2020-03-31;0;0;0;0
03;79;2020-03-31;0;0;0;0
03;89;2020-03-31;0;0;0;0
03;90;2020-03-31;0;0;0;0
04;0;2020-03-31;57;6;10;0
04;09;2020-03-31;0;0;0;0
04;19;2020-03-31;0;0;0;0
04;29;2020-03-31;6;0;2;0
04;39;2020-03-31;8;0;1;0
04;49;2020-03-31;4;1;2;0
04;59;2020-03-31;12;1;2;0
04;69;2020-03-31;11;1;2;0
04;79;2020-03-31;12;2;1;0
04;89;2020-03-31;4;1;0;0
04;90;2020-03-31;0;0;0;0
06;0;2020-03-31;0;0;0;0
06;09;2020-03-31;0;0;0;0
06;19;2020-03-31;0;0;0;0
06;29;2020-03-31;0;0;0;0
06;39;2020-03-31;0;0;0;0
06;49;2020-03-31;0;0;0;0
06;59;2020-03-31;0;0;0;0
06;69;2020-03-31;0;0;0;0
06;79;2020-03-31;0;0;0;0
06;89;2020-03-31;0;0;0;0
06;90;2020-03-31;0;0;0;0
11;0;2020-03-31;8615;1977;2907;1176
11;09;2020-03-31;24;5;61;0
11;19;2020-03-31;26;7;27;1
11;29;2020-03-31;134;22;157;1
11;39;2020-03-31;414;111;378;7
11;49;2020-03-31;815;212;475;20
11;59;2020-03-31;1610;563;605;73
11;69;2020-03-31;1856;608;538;160
11;79;2020-03-31;1688;383;363;290
11;89;2020-03-31;1354;39;214;399
11;90;2020-03-31;554;4;53;201
24;0;2020-03-31;503;134;113;60
24;09;2020-03-31;1;0;2;0
24;19;2020-03-31;1;0;1;0
24;29;2020-03-31;3;1;3;0
24;39;2020-03-31;11;2;9;0
24;49;2020-03-31;44;10;21;0
24;59;2020-03-31;65;24;19;3
24;69;2020-03-31;116;53;22;4
24;79;2020-03-31;115;42;20;15
24;89;2020-03-31;100;2;12;20
24;90;2020-03-31;37;0;1;16
27;0;2020-03-31;914;212;675;214
27;09;2020-03-31;1;1;4;0
27;19;2020-03-31;2;0;9;0
27;29;2020-03-31;5;0;47;0
27;39;2020-03-31;13;1;81;1
27;49;2020-03-31;48;8;89;3
27;59;2020-03-31;114;38;119;6
27;69;2020-03-31;183;75;114;21
27;79;2020-03-31;227;70;99;55
27;89;2020-03-31;254;18;78;93
27;90;2020-03-31;66;1;33;35
28;0;2020-03-31;535;161;151;62
28;09;2020-03-31;0;0;1;0
28;19;2020-03-31;2;0;0;0
28;29;2020-03-31;6;0;13;0
28;39;2020-03-31;17;4;14;1
28;49;2020-03-31;38;11;24;1
28;59;2020-03-31;73;26;37;3
28;69;2020-03-31;130;53;19;7
28;79;2020-03-31;133;49;23;14
28;89;2020-03-31;107;17;14;23
28;90;2020-03-31;26;1;3;13
32;0;2020-03-31;1464;450;628;280
32;09;2020-03-31;12;2;11;0
32;19;2020-03-31;1;0;5;0
32;29;2020-03-31;22;4;43;0
32;39;2020-03-31;46;8;69;0
32;49;2020-03-31;90;35;94;4
32;59;2020-03-31;232;93;116;6
32;69;2020-03-31;318;134;89;35
32;79;2020-03-31;360;141;102;75
32;89;2020-03-31;281;30;70;114
32;90;2020-03-31;91;0;26;43
44;0;2020-03-31;4246;890;1704;1015
44;09;2020-03-31;9;0;68;0
44;19;2020-03-31;7;0;11;0
44;29;2020-03-31;41;5;82;1
44;39;2020-03-31;107;25;122;3
44;49;2020-03-31;217;66;179;7
44;59;2020-03-31;508;151;261;25
44;69;2020-03-31;916;315;329;93
44;79;2020-03-31;1118;272;320;269
44;89;2020-03-31;939;41;223;430
44;90;2020-03-31;317;1;67;179
52;0;2020-03-31;510;132;256;71
52;09;2020-03-31;0;0;1;0
52;19;2020-03-31;0;0;1;0
52;29;2020-03-31;3;1;14;0
52;39;2020-03-31;13;3;19;0
52;49;2020-03-31;30;10;49;0
52;59;2020-03-31;60;19;47;1
52;69;2020-03-31;96;38;43;10
52;79;2020-03-31;146;58;48;10
52;89;2020-03-31;130;3;27;31
52;90;2020-03-31;32;0;7;19
53;0;2020-03-31;299;69;187;50
53;09;2020-03-31;1;0;4;0
53;19;2020-03-31;0;0;2;0
53;29;2020-03-31;4;1;7;0
53;39;2020-03-31;12;0;17;0
53;49;2020-03-31;17;4;13;0
53;59;2020-03-31;37;12;32;0
53;69;2020-03-31;64;22;38;6
53;79;2020-03-31;81;25;49;9
53;89;2020-03-31;64;5;16;22
53;90;2020-03-31;19;0;8;13
75;0;2020-03-31;672;202;348;78
75;09;2020-03-31;0;0;4;0
75;19;2020-03-31;4;1;6;0
75;29;2020-03-31;9;1;32;0
75;39;2020-03-31;21;3;40;0
75;49;2020-03-31;47;17;48;0
75;59;2020-03-31;109;41;58;4
75;69;2020-03-31;163;63;53;5
75;79;2020-03-31;142;56;40;16
75;89;2020-03-31;129;19;44;31
75;90;2020-03-31;43;0;13;21
76;0;2020-03-31;874;276;446;91
76;09;2020-03-31;4;1;15;0
76;19;2020-03-31;2;2;4;0
76;29;2020-03-31;13;4;32;1
76;39;2020-03-31;26;5;57;0
76;49;2020-03-31;66;19;66;0
76;59;2020-03-31;135;50;92;5
76;69;2020-03-31;191;79;71;8
76;79;2020-03-31;237;100;78;18
76;89;2020-03-31;154;16;27;45
76;90;2020-03-31;46;0;4;14
84;0;2020-03-31;2487;624;982;295
84;09;2020-03-31;9;0;9;0
84;19;2020-03-31;8;3;8;0
84;29;2020-03-31;14;3;69;0
84;39;2020-03-31;67;12;102;2
84;49;2020-03-31;120;34;140;3
84;59;2020-03-31;287;100;168;7
84;69;2020-03-31;473;183;159;15
84;79;2020-03-31;659;231;172;69
84;89;2020-03-31;568;43;117;125
84;90;2020-03-31;214;0;23;67
93;0;2020-03-31;1296;311;897;103
93;09;2020-03-31;1;0;11;0
93;19;2020-03-31;4;0;21;0
93;29;2020-03-31;25;3;88;1
93;39;2020-03-31;48;3;117;0
93;49;2020-03-31;102;24;161;1
93;59;2020-03-31;204;66;180;3
93;69;2020-03-31;279;80;159;8
93;79;2020-03-31;289;94;88;20
93;89;2020-03-31;217;20;48;47
93;90;2020-03-31;88;1;14;21
94;0;2020-03-31;99;22;100;20
94;09;2020-03-31;0;0;3;0
94;19;2020-03-31;0;0;4;0
94;29;2020-03-31;1;0;14;0
94;39;2020-03-31;2;0;11;0
94;49;2020-03-31;2;1;15;0
94;59;2020-03-31;11;4;17;1
94;69;2020-03-31;14;8;15;2
94;79;2020-03-31;25;6;10;3
94;89;2020-03-31;29;3;5;11
94;90;2020-03-31;14;0;4;3
01;0;2020-04-01;35;12;25;7
01;09;2020-04-01;0;0;0;0
01;19;2020-04-01;0;0;0;0
01;29;2020-04-01;1;0;0;0
01;39;2020-04-01;3;1;2;0
01;49;2020-04-01;3;1;2;0
01;59;2020-04-01;5;1;10;0
01;69;2020-04-01;9;6;6;1
01;79;2020-04-01;3;2;2;4
01;89;2020-04-01;10;1;2;2
01;90;2020-04-01;1;0;0;0
02;0;2020-04-01;63;19;25;3
02;09;2020-04-01;2;1;0;0
02;19;2020-04-01;0;0;0;0
02;29;2020-04-01;3;0;2;0
02;39;2020-04-01;1;0;3;0
02;49;2020-04-01;5;1;6;0
02;59;2020-04-01;13;6;8;0
02;69;2020-04-01;21;7;2;0
02;79;2020-04-01;10;2;4;1
02;89;2020-04-01;8;2;0;2
02;90;2020-04-01;0;0;0;0
03;0;2020-04-01;5;0;5;0
03;09;2020-04-01;0;0;0;0
03;19;2020-04-01;0;0;0;0
03;29;2020-04-01;0;0;0;0
03;39;2020-04-01;0;0;0;0
03;49;2020-04-01;3;0;3;0
03;59;2020-04-01;0;0;1;0
03;69;2020-04-01;2;0;0;0
03;79;2020-04-01;0;0;0;0
03;89;2020-04-01;0;0;1;0
03;90;2020-04-01;0;0;0;0
04;0;2020-04-01;53;3;20;0
04;09;2020-04-01;0;0;0;0
04;19;2020-04-01;1;0;0;0
04;29;2020-04-01;4;0;4;0
04;39;2020-04-01;6;0;3;0
04;49;2020-04-01;3;0;3;0
04;59;2020-04-01;13;1;4;0
04;69;2020-04-01;13;0;2;0
04;79;2020-04-01;9;1;4;0
04;89;2020-04-01;4;1;0;0
04;90;2020-04-01;0;0;0;0
06;0;2020-04-01;0;0;1;0
06;09;2020-04-01;0;0;0;0
06;19;2020-04-01;0;0;0;0
06;29;2020-04-01;0;0;0;0
06;39;2020-04-01;0;0;0;0
06;49;2020-04-01;0;0;0;0
06;59;2020-04-01;0;0;1;0
06;69;2020-04-01;0;0;0;0
06;79;2020-04-01;0;0;0;0
06;89;2020-04-01;0;0;0;0
06;90;2020-04-01;0;0;0;0
11;0;2020-04-01;9609;2204;3432;1369
11;09;2020-04-01;30;6;64;0
11;19;2020-04-01;25;9;28;1
11;29;2020-04-01;144;24;180;1
11;39;2020-04-01;430;122;441;8
11;49;2020-04-01;910;236;555;24
11;59;2020-04-01;1807;641;712;88
11;69;2020-04-01;2072;682;646;185
11;79;2020-04-01;1893;427;437;338
11;89;2020-04-01;1523;37;261;471
11;90;2020-04-01;640;3;67;227
24;0;2020-04-01;562;153;138;77
24;09;2020-04-01;3;0;2;0
24;19;2020-04-01;1;0;1;0
24;29;2020-04-01;5;2;3;0
24;39;2020-04-01;13;3;10;0
24;49;2020-04-01;51;12;26;0
24;59;2020-04-01;66;25;28;3
24;69;2020-04-01;130;58;27;5
24;79;2020-04-01;128;50;23;16
24;89;2020-04-01;112;3;14;30
24;90;2020-04-01;43;0;1;21
27;0;2020-04-01;963;229;642;230
27;09;2020-04-01;0;0;4;0
27;19;2020-04-01;2;0;7;0
27;29;2020-04-01;6;0;39;0
27;39;2020-04-01;14;4;68;1
27;49;2020-04-01;49;9;76;3
27;59;2020-04-01;113;40;117;6
27;69;2020-04-01;193;81;120;21
27;79;2020-04-01;239;76;99;57
27;89;2020-04-01;275;19;80;104
27;90;2020-04-01;71;0;30;38
28;0;2020-04-01;563;164;201;69
28;09;2020-04-01;1;0;1;0
28;19;2020-04-01;2;0;0;0
28;29;2020-04-01;5;1;16;0
28;39;2020-04-01;13;3;19;1
28;49;2020-04-01;42;13;31;1
28;59;2020-04-01;70;22;47;4
28;69;2020-04-01;137;57;31;8
28;79;2020-04-01;144;50;28;15
28;89;2020-04-01;111;17;22;27
28;90;2020-04-01;35;1;3;13
32;0;2020-04-01;1615;478;723;330
32;09;2020-04-01;13;4;12;0
32;19;2020-04-01;2;0;5;0
32;29;2020-04-01;26;5;44;0
32;39;2020-04-01;46;9;74;0
32;49;2020-04-01;104;37;111;5
32;59;2020-04-01;243;96;136;11
32;69;2020-04-01;354;144;114;43
32;79;2020-04-01;402;146;120;82
32;89;2020-04-01;319;34;77;134
32;90;2020-04-01;94;0;27;53
44;0;2020-04-01;4470;918;1975;1126
44;09;2020-04-01;6;1;70;0
44;19;2020-04-01;10;1;13;0
44;29;2020-04-01;51;7;96;1
44;39;2020-04-01;109;28;138;3
44;49;2020-04-01;225;64;203;8
44;59;2020-04-01;546;158;309;32
44;69;2020-04-01;977;334;386;106
44;79;2020-04-01;1151;275;381;303
44;89;2020-04-01;985;39;262;481
44;90;2020-04-01;345;2;73;186
52;0;2020-04-01;549;133;296;82
52;09;2020-04-01;0;0;1;0
52;19;2020-04-01;0;0;1;0
52;29;2020-04-01;3;1;14;0
52;39;2020-04-01;11;2;22;0
52;49;2020-04-01;44;14;54;0
52;59;2020-04-01;63;21;55;2
52;69;2020-04-01;104;38;53;11
52;79;2020-04-01;150;53;55;14
52;89;2020-04-01;137;4;34;34
52;90;2020-04-01;37;0;7;21
53;0;2020-04-01;342;79;202;55
53;09;2020-04-01;1;0;4;0
53;19;2020-04-01;0;0;2;0
53;29;2020-04-01;4;1;8;0
53;39;2020-04-01;17;0;17;0
53;49;2020-04-01;21;4;17;0
53;59;2020-04-01;42;14;35;0
53;69;2020-04-01;74;29;41;7
53;79;2020-04-01;87;26;53;10
53;89;2020-04-01;78;5;16;23
53;90;2020-04-01;18;0;8;15
75;0;2020-04-01;700;215;414;82
75;09;2020-04-01;1;0;4;0
75;19;2020-04-01;4;1;6;0
75;29;2020-04-01;7;1;39;0
75;39;2020-04-01;19;3;48;0
75;49;2020-04-01;44;20;66;0
75;59;2020-04-01;105;38;68;4
75;69;2020-04-01;175;71;61;5
75;79;2020-04-01;160;60;45;17
75;89;2020-04-01;135;19;51;33
75;90;2020-04-01;43;0;18;22
76;0;2020-04-01;926;304;524;108
76;09;2020-04-01;5;1;15;0
76;19;2020-04-01;2;2;4;0
76;29;2020-04-01;13;3;38;1
76;39;2020-04-01;19;5;65;0
76;49;2020-04-01;71;21;79;0
76;59;2020-04-01;135;57;110;5
76;69;2020-04-01;213;92;81;8
76;79;2020-04-01;251;106;97;21
76;89;2020-04-01;171;16;31;54
76;90;2020-04-01;46;1;4;19
84;0;2020-04-01;2635;672;1193;349
84;09;2020-04-01;9;0;10;0
84;19;2020-04-01;6;3;10;0
84;29;2020-04-01;17;3;80;0
84;39;2020-04-01;73;13;115;2
84;49;2020-04-01;119;34;171;3
84;59;2020-04-01;299;111;204;8
84;69;2020-04-01;517;196;190;19
84;79;2020-04-01;704;242;202;82
84;89;2020-04-01;600;52;153;150
84;90;2020-04-01;228;2;33;76
93;0;2020-04-01;1357;332;1016;124
93;09;2020-04-01;1;0;12;0
93;19;2020-04-01;2;0;24;0
93;29;2020-04-01;24;3;95;1
93;39;2020-04-01;48;2;126;0
93;49;2020-04-01;106;25;173;1
93;59;2020-04-01;209;69;209;4
93;69;2020-04-01;291;88;185;10
93;79;2020-04-01;309;101;98;25
93;89;2020-04-01;241;25;57;54
93;90;2020-04-01;91;0;19;26
94;0;2020-04-01;96;25;102;21
94;09;2020-04-01;0;0;3;0
94;19;2020-04-01;0;0;4;0
94;29;2020-04-01;0;0;14;0
94;39;2020-04-01;1;0;11;0
94;49;2020-04-01;3;1;14;0
94;59;2020-04-01;10;5;18;1
94;69;2020-04-01;13;9;16;2
94;79;2020-04-01;26;7;11;3
94;89;2020-04-01;28;3;5;12
94;90;2020-04-01;14;0;4;3
01;0;2020-04-02;37;16;28;7
01;09;2020-04-02;0;0;0;0
01;19;2020-04-02;0;0;0;0
01;29;2020-04-02;1;0;0;0
01;39;2020-04-02;1;1;2;0
01;49;2020-04-02;1;1;2;0
01;59;2020-04-02;5;2;13;0
01;69;2020-04-02;10;6;6;1
01;79;2020-04-02;7;5;2;4
01;89;2020-04-02;11;1;2;2
01;90;2020-04-02;0;0;0;0
02;0;2020-04-02;57;20;31;3
02;09;2020-04-02;0;0;0;0
02;19;2020-04-02;0;0;0;0
02;29;2020-04-02;3;0;1;0
02;39;2020-04-02;1;0;2;0
02;49;2020-04-02;6;1;8;0
02;59;2020-04-02;12;8;8;0
02;69;2020-04-02;19;7;7;0
02;79;2020-04-02;8;2;4;1
02;89;2020-04-02;8;2;1;2
02;90;2020-04-02;0;0;0;0
03;0;2020-04-02;5;0;6;0
03;09;2020-04-02;0;0;0;0
03;19;2020-04-02;0;0;0;0
03;29;2020-04-02;0;0;0;0
03;39;2020-04-02;0;0;1;0
03;49;2020-04-02;3;0;3;0
03;59;2020-04-02;0;0;1;0
03;69;2020-04-02;2;0;0;0
03;79;2020-04-02;0;0;0;0
03;89;2020-04-02;0;0;1;0
03;90;2020-04-02;0;0;0;0
04;0;2020-04-02;54;2;24;0
04;09;2020-04-02;0;0;0;0
04;19;2020-04-02;1;0;0;0
04;29;2020-04-02;4;0;4;0
04;39;2020-04-02;6;0;3;0
04;49;2020-04-02;2;0;4;0
04;59;2020-04-02;13;1;5;0
04;69;2020-04-02;14;0;3;0
04;79;2020-04-02;8;1;5;0
04;89;2020-04-02;6;0;0;0
04;90;2020-04-02;0;0;0;0
06;0;2020-04-02;9;3;2;2
06;09;2020-04-02;0;0;0;0
06;19;2020-04-02;0;0;0;0
06;29;2020-04-02;0;0;0;0
06;39;2020-04-02;1;0;0;0
06;49;2020-04-02;1;1;1;1
06;59;2020-04-02;1;0;1;1
06;69;2020-04-02;4;2;0;0
06;79;2020-04-02;0;0;0;0
06;89;2020-04-02;2;0;0;0
06;90;2020-04-02;0;0;0;0
11;0;2020-04-02;10273;2301;3887;1571
11;09;2020-04-02;35;10;72;0
11;19;2020-04-02;25;10;32;1
11;29;2020-04-02;160;25;195;1
11;39;2020-04-02;469;124;480;10
11;49;2020-04-02;961;259;622;25
11;59;2020-04-02;1886;662;825;106
11;69;2020-04-02;2200;729;751;214
11;79;2020-04-02;2027;429;492;397
11;89;2020-04-02;1660;33;302;529
11;90;2020-04-02;709;4;70;264
24;0;2020-04-02;640;172;179;84
24;09;2020-04-02;3;0;6;0
24;19;2020-04-02;4;0;2;0
24;29;2020-04-02;4;2;4;0
24;39;2020-04-02;14;4;13;0
24;49;2020-04-02;57;14;32;0
24;59;2020-04-02;62;27;38;3
24;69;2020-04-02;159;68;35;6
24;79;2020-04-02;148;52;28;17
24;89;2020-04-02;129;5;15;33
24;90;2020-04-02;51;0;4;23
27;0;2020-04-02;1017;250;746;271
27;09;2020-04-02;3;1;4;0
27;19;2020-04-02;2;0;8;0
27;29;2020-04-02;6;0;42;0
27;39;2020-04-02;18;5;71;1
27;49;2020-04-02;47;9;90;3
27;59;2020-04-02;117;45;135;8
27;69;2020-04-02;201;86;138;25
27;79;2020-04-02;256;83;120;64
27;89;2020-04-02;287;20;101;125
27;90;2020-04-02;79;1;34;45
28;0;2020-04-02;630;185;224;81
28;09;2020-04-02;1;0;1;0
28;19;2020-04-02;2;0;0;0
28;29;2020-04-02;5;1;17;0
28;39;2020-04-02;12;3;25;1
28;49;2020-04-02;49;22;34;1
28;59;2020-04-02;80;25;53;4
28;69;2020-04-02;157;61;34;9
28;79;2020-04-02;157;55;31;17
28;89;2020-04-02;125;17;21;32
28;90;2020-04-02;39;1;4;17
32;0;2020-04-02;1825;518;857;370
32;09;2020-04-02;13;4;13;0
32;19;2020-04-02;2;1;5;0
32;29;2020-04-02;27;5;49;0
32;39;2020-04-02;55;10;87;0
32;49;2020-04-02;113;36;131;5
32;59;2020-04-02;277;108;171;14
32;69;2020-04-02;393;155;137;50
32;79;2020-04-02;460;157;137;93
32;89;2020-04-02;362;36;92;144
32;90;2020-04-02;110;3;33;62
44;0;2020-04-02;4657;949;2227;1178
44;09;2020-04-02;10;1;74;0
44;19;2020-04-02;9;0;16;0
44;29;2020-04-02;52;6;101;1
44;39;2020-04-02;121;30;155;3
44;49;2020-04-02;226;69;231;11
44;59;2020-04-02;562;167;355;35
44;69;2020-04-02;1026;351;435;117
44;79;2020-04-02;1190;280;434;329
44;89;2020-04-02;1041;35;297;498
44;90;2020-04-02;350;2;80;178
52;0;2020-04-02;571;141;338;92
52;09;2020-04-02;0;0;1;0
52;19;2020-04-02;0;0;1;0
52;29;2020-04-02;6;1;14;0
52;39;2020-04-02;14;2;25;0
52;49;2020-04-02;39;12;58;0
52;59;2020-04-02;68;24;64;2
52;69;2020-04-02;113;43;64;11
52;79;2020-04-02;154;56;61;17
52;89;2020-04-02;138;3;42;37
52;90;2020-04-02;39;0;8;25
53;0;2020-04-02;391;111;227;63
53;09;2020-04-02;2;0;4;0
53;19;2020-04-02;0;0;2;0
53;29;2020-04-02;4;1;10;0
53;39;2020-04-02;23;2;20;0
53;49;2020-04-02;27;11;19;0
53;59;2020-04-02;49;21;43;0
53;69;2020-04-02;84;35;45;7
53;79;2020-04-02;94;36;56;11
53;89;2020-04-02;86;5;20;27
53;90;2020-04-02;22;0;7;18
75;0;2020-04-02;705;221;495;94
75;09;2020-04-02;0;0;5;0
75;19;2020-04-02;5;0;6;0
75;29;2020-04-02;4;1;42;0
75;39;2020-04-02;16;4;53;0
75;49;2020-04-02;34;18;77;1
75;59;2020-04-02;106;38;83;4
75;69;2020-04-02;178;73;77;6
75;79;2020-04-02;171;65;59;20
75;89;2020-04-02;140;19;62;39
75;90;2020-04-02;47;1;21;23
76;0;2020-04-02;976;321;597;119
76;09;2020-04-02;2;1;15;0
76;19;2020-04-02;3;3;4;0
76;29;2020-04-02;15;5;41;1
76;39;2020-04-02;20;5;71;0
76;49;2020-04-02;72;21;82;0
76;59;2020-04-02;132;56;126;5
76;69;2020-04-02;219;94;92;9
76;79;2020-04-02;267;115;115;25
76;89;2020-04-02;188;19;42;60
76;90;2020-04-02;58;2;9;19
84;0;2020-04-02;2706;700;1374;404
84;09;2020-04-02;8;0;12;0
84;19;2020-04-02;9;3;12;0
84;29;2020-04-02;18;4;85;0
84;39;2020-04-02;79;12;129;2
84;49;2020-04-02;117;36;190;4
84;59;2020-04-02;319;116;239;11
84;69;2020-04-02;536;214;225;21
84;79;2020-04-02;708;243;236;96
84;89;2020-04-02;614;51;177;172
84;90;2020-04-02;239;2;39;87
93;0;2020-04-02;1492;370;1075;141
93;09;2020-04-02;2;0;15;0
93;19;2020-04-02;6;1;24;0
93;29;2020-04-02;27;4;100;1
93;39;2020-04-02;50;4;132;1
93;49;2020-04-02;111;26;180;1
93;59;2020-04-02;243;70;222;5
93;69;2020-04-02;312;101;197;11
93;79;2020-04-02;351;116;105;30
93;89;2020-04-02;260;27;60;59
93;90;2020-04-02;93;1;22;31
94;0;2020-04-02;86;25;110;23
94;09;2020-04-02;0;0;4;0
94;19;2020-04-02;0;0;4;0
94;29;2020-04-02;0;0;14;0
94;39;2020-04-02;1;1;13;0
94;49;2020-04-02;2;0;14;1
94;59;2020-04-02;10;4;19;1
94;69;2020-04-02;12;8;17;2
94;79;2020-04-02;21;7;14;3
94;89;2020-04-02;27;5;6;13
94;90;2020-04-02;12;0;4;3
01;0;2020-04-03;36;17;34;8
01;09;2020-04-03;0;0;0;0
01;19;2020-04-03;0;0;0;0
01;29;2020-04-03;1;0;0;0
01;39;2020-04-03;2;1;2;0
01;49;2020-04-03;1;1;2;0
01;59;2020-04-03;5;2;13;0
01;69;2020-04-03;10;7;9;1
01;79;2020-04-03;8;5;2;4
01;89;2020-04-03;8;1;5;3
01;90;2020-04-03;0;0;0;0
02;0;2020-04-03;53;19;34;3
02;09;2020-04-03;0;0;0;0
02;19;2020-04-03;0;0;0;0
02;29;2020-04-03;2;0;2;0
02;39;2020-04-03;1;0;2;0
02;49;2020-04-03;5;1;9;0
02;59;2020-04-03;12;8;8;0
02;69;2020-04-03;18;7;8;0
02;79;2020-04-03;8;1;4;1
02;89;2020-04-03;7;2;1;2
02;90;2020-04-03;0;0;0;0
03;0;2020-04-03;7;1;6;0
03;09;2020-04-03;0;0;0;0
03;19;2020-04-03;0;0;0;0
03;29;2020-04-03;0;0;0;0
03;39;2020-04-03;0;0;1;0
03;49;2020-04-03;3;0;3;0
03;59;2020-04-03;0;0;1;0
03;69;2020-04-03;2;0;0;0
03;79;2020-04-03;0;0;0;0
03;89;2020-04-03;1;1;1;0
03;90;2020-04-03;0;0;0;0
04;0;2020-04-03;53;2;29;0
04;09;2020-04-03;0;0;0;0
04;19;2020-04-03;0;0;1;0
04;29;2020-04-03;3;0;5;0
04;39;2020-04-03;7;0;4;0
04;49;2020-04-03;3;0;4;0
04;59;2020-04-03;14;1;5;0
04;69;2020-04-03;12;0;5;0
04;79;2020-04-03;8;1;5;0
04;89;2020-04-03;6;0;0;0
04;90;2020-04-03;0;0;0;0
06;0;2020-04-03;18;3;2;2
06;09;2020-04-03;0;0;0;0
06;19;2020-04-03;0;0;0;0
06;29;2020-04-03;0;0;0;0
06;39;2020-04-03;1;0;0;0
06;49;2020-04-03;2;1;1;1
06;59;2020-04-03;5;0;1;1
06;69;2020-04-03;6;2;0;0
06;79;2020-04-03;2;0;0;0
06;89;2020-04-03;2;0;0;0
06;90;2020-04-03;0;0;0;0
11;0;2020-04-03;10824;2375;4417;1791
11;09;2020-04-03;42;15;73;0
11;19;2020-04-03;29;9;33;1
11;29;2020-04-03;165;26;212;1
11;39;2020-04-03;486;125;530;13
11;49;2020-04-03;997;262;696;32
